Unnamed: 0,Unnamed: 1,INKAR 2022 – Indikatorenübersicht:   Raumbeobachtung Deutschland,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
13212,16606,Getötete im Straßenverkehr,Getötete im Straßenverkehr je 100.000 Einwohner,Getötete im Straßenverkehr <Zeitpunkt> / E <Zeitpunkt> x 100.000,"Als getötet bei Straßenverkehrsunfällen gelten Personen, die auf der Stelle getötet wurden oder innerhalb von 30 Tagen nach dem Unfall an den Unfallfolgen starben. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Statistik der Straßenverkehrsunfälle des Bundes und der Länder,,x,,1995-2020
,,Verkehr und Erreichbarkeit - Pendler,,,,,,,,
13301,17308,Einpendler,Anteil der Einpendler an den SV Beschäftigten am Arbeitsort in %,Einpendler <Zeitraum> / SV Beschäftigte am Arbeitsort <Zeitpunkt> x 100,"Indikator für die unterschiedliche Bedeutung der Raumeinheiten als Wohn- oder Arbeitsplatzstandort. Die Pendlerdaten werden durch Auswertungen der sozialversicherungspflichtig Beschäftigten nach Wohn- und Arbeitsort gewonnen und beinhalten somit nur Berufspendler und keine Ausbildungs- oder Freizeitpendler. Als Pendler gelten alle Beschäftigte deren Wohn- und Arbeitsort in unterschiedlichen Gemeinden liegen, unabhängig von der tatsächlichen Häufigkeit des Pendelns. Auch Faktoren wie Home Office können somit nicht abgebildet oder berücksichtigt werden. Leichte Unschärfen entstehen weiterhin durch Betriebe, deren Hauptsitz als Arbeitsort für die Beschäftigten gezählt wird, obwohl sie an anderen Betriebsstandorten arbeiten.",Beschäftigtenstatistik der Bundesagentur für Arbeit,x,,1997-2020,1997-2020
13302,17309,Auspendler,Anteil der Auspendler an den SV Beschäftigten am Wohnort in %,Auspendler <Zeitraum> / SV Beschäftigte am Wohnort <Zeitpunkt> x 100,"Indikator für die unterschiedliche Bedeutung der Raumeinheiten als Wohn- oder Arbeitsplatzstandort. Die Pendlerdaten werden durch Auswertungen der sozialversicherungspflichtig Beschäftigten nach Wohn- und Arbeitsort gewonnen und beinhalten somit nur Berufspendler und keine Ausbildungs- oder Freizeitpendler. Als Pendler gelten alle Beschäftigte deren Wohn- und Arbeitsort in unterschiedlichen Gemeinden liegen, unabhängig von der tatsächlichen Häufigkeit des Pendelns. Auch Faktoren wie Home Office können somit nicht abgebildet oder berücksichtigt werden. Leichte Unschärfen entstehen weiterhin durch Betriebe, deren Hauptsitz als Arbeitsort für die Beschäftigten gezählt wird, obwohl sie an anderen Betriebsstandorten arbeiten.",Beschäftigtenstatistik der Bundesagentur für Arbeit,x,,1997-2020,1997-2020
13303,17606,Pendlersaldo,Pendlersaldo je 100 SV Beschäftigte am Arbeitsort,(Einpendler - Auspendler <Zeitraum>) / SV Beschäftigte am Arbeitsort <Zeitpunkt> x 100,"Indikator für die unterschiedliche Bedeutung der Raumeinheiten als Wohn- oder Arbeitsplatzstandort. Die Pendlerdaten werden durch Auswertungen der sozialversicherungspflichtig Beschäftigten nach Wohn- und Arbeitsort gewonnen und beinhalten somit nur Berufspendler und keine Ausbildungs- oder Freizeitpendler. Als Pendler gelten alle Beschäftigte deren Wohn- und Arbeitsort in unterschiedlichen Gemeinden liegen, unabhängig von der tatsächlichen Häufigkeit des Pendelns. Auch Faktoren wie Home Office können somit nicht abgebildet oder berücksichtigt werden. Leichte Unschärfen entstehen weiterhin durch Betriebe, deren Hauptsitz als Arbeitsort für die Beschäftigten gezählt wird, obwohl sie an anderen Betriebsstandorten arbeiten.",Beschäftigtenstatistik der Bundesagentur für Arbeit,x,,1997-2020,1997-2020
13304,17261,Pendler mit Arbeitsweg 50 km und mehr,Anteil der SV Beschäftigten mit einem Arbeitsweg von 50 km und mehr am Wohnort in %,Pendler 50 km und mehr <Zeitraum> / SV Beschäftigte am Wohnort <Zeitpunkt> x 100,"Indikator für Pendeldistanzen der Beschäftigten sowie unterschiedliche Bedeutung der Raumeinheiten als Wohn- oder Arbeitsplatzstandort. Die Pendlerdaten werden durch Auswertungen der sozialversicherungspflichtig Beschäftigten nach Wohn- und Arbeitsort gewonnen und beinhalten somit nur Berufspendler und keine Ausbildungs- oder Freizeitpendler. Als Pendler gelten alle Beschäftigte deren Wohn- und Arbeitsort in unterschiedlichen Gemeinden liegen, unabhängig von der tatsächlichen Häufigkeit des Pendelns. Auch Faktoren wie Home Office können somit nicht abgebildet oder berücksichtigt werden. Leichte Unschärfen entstehen weiterhin durch Betriebe, deren Hauptsitz als Arbeitsort für die Beschäftigten gezählt wird, obwohl sie an anderen Betriebsstandorten arbeiten.",Beschäftigtenstatistik der Bundesagentur für Arbeit,x,,2013-2019,
13305,17462,Pendler mit Arbeitsweg 150 km und mehr,Anteil der SV Beschäftigten mit einem Arbeitsweg von 150 km und mehr am Wohnort in %,Pendler 150 km und mehr <Zeitraum> / SV Beschäftigte am Wohnort <Zeitpunkt> x 100,"Indikator für Pendeldistanzen der Beschäftigten sowie unterschiedliche Bedeutung der Raumeinheiten als Wohn- oder Arbeitsplatzstandort. Die Pendlerdaten werden durch Auswertungen der sozialversicherungspflichtig Beschäftigten nach Wohn- und Arbeitsort gewonnen und beinhalten somit nur Berufspendler und keine Ausbildungs- oder Freizeitpendler. Als Pendler gelten alle Beschäftigte deren Wohn- und Arbeitsort in unterschiedlichen Gemeinden liegen, unabhängig von der tatsächlichen Häufigkeit des Pendelns. Auch Faktoren wie Home Office können somit nicht abgebildet oder berücksichtigt werden. Leichte Unschärfen entstehen weiterhin durch Betriebe, deren Hauptsitz als Arbeitsort für die Beschäftigten gezählt wird, obwohl sie an anderen Betriebsstandorten arbeiten.",Beschäftigtenstatistik der Bundesagentur für Arbeit,x,,2013-2019,
13306,17463,Pendler mit Arbeitsweg 300 km und mehr,Anteil der SV Beschäftigten mit einem Arbeitsweg von 300 km und mehr am Wohnort in %,Pendler 300 km und mehr <Zeitraum> / SV Beschäftigte am Wohnort <Zeitpunkt> x 100,"Indikator für Pendeldistanzen der Beschäftigten sowie unterschiedliche Bedeutung der Raumeinheiten als Wohn- oder Arbeitsplatzstandort. Die Pendlerdaten werden durch Auswertungen der sozialversicherungspflichtig Beschäftigten nach Wohn- und Arbeitsort gewonnen und beinhalten somit nur Berufspendler und keine Ausbildungs- oder Freizeitpendler. Als Pendler gelten alle Beschäftigte deren Wohn- und Arbeitsort in unterschiedlichen Gemeinden liegen, unabhängig von der tatsächlichen Häufigkeit des Pendelns. Auch Faktoren wie Home Office können somit nicht abgebildet oder berücksichtigt werden. Leichte Unschärfen entstehen weiterhin durch Betriebe, deren Hauptsitz als Arbeitsort für die Beschäftigten gezählt wird, obwohl sie an anderen Betriebsstandorten arbeiten.",Beschäftigtenstatistik der Bundesagentur für Arbeit,x,,2013-2019,
,,Wirtschaft,,,,,,,,
,,Wirtschaft – Fremdenverkehr,,,,,,,,
14101,16548,Schlafgelegenheiten in Beherbergungsbetrieben,Schlafgelegenheiten in Beherbergungsbetrieben je 1.000 Einwohner,Schlafgelegenheiten in Beherbergungsbetrieben <Zeitpunkt> / E <Zeitpunkt> / 1.000,"Als Schlafgelegenheiten wird die Anzahl der angebotenen Gästebetten in den geöffneten Beherbergungsbetrieben ausgewiesen. Es zählen Doppelbetten als zwei Schlafgelegenheiten, ein Campingstellplatz wird wie vier Schlafgelegenheiten gerechnet. Das Angebot an Schlafgelegenheiten bezieht sich, sofern nicht anders angegeben, auf die Beherbergungsmöglichkeiten nach dem Stand von Ende Juli. Auskunftspflichtig sind Beherbergungsbetriebe, die mindestens 10 Gäste (im Reiseverkehr) gleichzeitig vorübergehend beherbergen. Hierzu zählen auch Unterkunftsstätten, die die Gästebeherbergung nichtgewerblich und/oder nur als Nebentätigkeit betreiben. Zu den Beherbergungsbetrieben zählen Hotels, Hotels garnis, Gasthöfe, Pensionen, Erholungs- und Ferienheime, Schulungsheime, Ferienhäuser und Ferienwohnungen, Ferienzentren, Hütten, Jugendherbergen und jugendherbergsähnliche Einrichtungen, Campingplätze sowie ferner Vorsorge- und Rehabilitationskliniken. Zwischen den einzelnen Bundesländern werden die Daten teils unterschiedlich erhoben, bspw. sind Campingplätze nicht in allen Bundesländern inkludiert. Die Daten zu Schlafgelegenheiten sind nicht mit den bis 2018 ausgewiesenen Gästebetten vergleichbar. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Monatserhebung im Tourismus des Bundes und der Länder,,x,,2008-2020
14102,16549,Gästeübernachtungen in Beherbergungsbetrieben,Gästeübernachtungen in Beherbergungsbetrieben je Einwohner,Gästeübernachtungen in Beherbergungsbetrieben <Zeitpunkt> / E <Zeitpunkt>,"Es handelt sich hierbei um die Zahl der Übernachtungen von Personen in Beherbungsbetrieben im Laufe eines Kalenderjahres bezogen auf die Einwohner vor Ort. Auskunftspflichtig sind Beherbergungsbetriebe, die mindestens 10 Gäste (im Reiseverkehr) gleichzeitig vorübergehend beherbergen. Hierzu zählen auch Unterkunftsstätten, die die Gästebeherbergung nichtgewerblich und/oder nur als Nebentätigkeit betreiben. Zu den Beherbergungsbetrieben zählen Hotels, Hotels garnis, Gasthöfe, Pensionen, Erholungs- und Ferienheime, Schulungsheime, Ferienhäuser und Ferienwohnungen, Ferienzentren, Hütten, Jugendherbergen und jugendherbergsähnliche Einrichtungen, Campingplätze sowie ferner Vorsorge- und Rehabilitationskliniken. Zwischen den einzelnen Bundesländern werden die Daten teils unterschiedlich erhoben, bspw. sind Campingplätze nicht in allen Bundesländern inkludiert. Die Daten zu Gästeübernachtungen sind nicht mit den bis 2018 ausgewiesenen Zahlen vergleichbar. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Monatserhebung im Tourismus des Bundes und der Länder,,x,,2007-2020
14103,16550,Ausländische Gäste in Beherbergungsbetrieben,Anteil Gästeübernachtungen aus dem Ausland in %,Gästeübernachtungen aus dem Ausland <Zeitpunkt> / Gästeübernachtungen insgesamt <Zeitpunkt> x 100,"Es handelt sich hierbei um den Anteil der Übernachtungen von Personen aus dem Ausland in Beherbungsbetrieben im Laufe eines Kalenderjahres bezogen auf alle Gästeübernachtungen. Auskunftspflichtig sind Beherbergungsbetriebe, die mindestens 10 Gäste (im Reiseverkehr) gleichzeitig vorübergehend beherbergen. Hierzu zählen auch Unterkunftsstätten, die die Gästebeherbergung nichtgewerblich und/oder nur als Nebentätigkeit betreiben. Zu den Beherbergungsbetrieben zählen Hotels, Hotels garnis, Gasthöfe, Pensionen, Erholungs- und Ferienheime, Schulungsheime, Ferienhäuser und Ferienwohnungen, Ferienzentren, Hütten, Jugendherbergen und jugendherbergsähnliche Einrichtungen, Campingplätze sowie ferner Vorsorge- und Rehabilitationskliniken. Zwischen den einzelnen Bundesländern werden die Daten teils unterschiedlich erhoben, bspw. sind Campingplätze nicht in allen Bundesländern inkludiert. Die Daten zu Gästeübernachtungen sind nicht mit den bis 2018 ausgewiesenen Zahlen vergleichbar.",Monatserhebung im Tourismus des Bundes und der Länder,,x,,2007-2020
14104,16551,Verweildauer in Beherbergungsbetrieben,Durchschnittliche Zahl der Übernachtungen in Beherbergungsbetrieben,Gästeübernachtungen insgesamt <Zeitpunkt> / Gästeankünfte insgesamt <Zeitpunkt>,"Es handelt sich hierbei um die errechnete durchschnittliche Anzahl von Übernachtungen in Beherbergungsbetrieben je Gast. Auskunftspflichtig sind Beherbergungsbetriebe, die mindestens 10 Gäste (im Reiseverkehr) gleichzeitig vorübergehend beherbergen. Hierzu zählen auch Unterkunftsstätten, die die Gästebeherbergung nichtgewerblich und/oder nur als Nebentätigkeit betreiben. Zu den Beherbergungsbetrieben zählen Hotels, Hotels garnis, Gasthöfe, Pensionen, Erholungs- und Ferienheime, Schulungsheime, Ferienhäuser und Ferienwohnungen, Ferienzentren, Hütten, Jugendherbergen und jugendherbergsähnliche Einrichtungen, Campingplätze sowie ferner Vorsorge- und Rehabilitationskliniken. Zwischen den einzelnen Bundesländern werden die Daten teils unterschiedlich erhoben, bspw. sind Campingplätze nicht in allen Bundesländern inkludiert. Die Daten zu Gästeübernachtungen sind nicht mit den bis 2018 ausgewiesenen Zahlen vergleichbar.",Monatserhebung im Tourismus des Bundes und der Länder,,x,,1995-2020
,,Wirtschaft – Wirtschaftliche Leistung,,,,,,,,
14201,17028,Kleinstbetriebe,Anteil der Niederlassungen mit bis unter 10 SV-Beschäftigten an den Niederlassungen insgesamt in %,Niederlassungen mit 1 bis unter 10 SV-Beschäftigte <Zeitpunkt> / Niederlassungen insgesamt <Zeitpunkt> x 100,"Hinweis auf die Unternehmensstruktur einer Region. Das Unternehmensregister-System, ist eine regelmäßig aktualisierte Datenbank mit Unternehmen und Betrieben aus nahezu allen Wirtschaftsbereichen mit Umsatz und/oder Beschäftigten. Ausgenommen sind aktuell die Abschnitte A, O, T und U (Land- und Forstwirtschaft, Fischerei und Fischzucht sowie öffentliche Verwaltung) der Klassifikation der Wirtschaftszweige (WZ 2008). Eine Niederlassung (Betrieb) ist eine örtliche Einheit, die einer Rechtlichen Einheit (Unternehmen) zugeordnet ist. Das Unternehmensregister wird seit 2014 als zentrale Datenbank beim Statistischen Bundesamt geführt und dezentral von den Statistischen Landesämtern gepflegt. Eine Niederlassung wird dann in die Auswertung mit einbezogen, wenn sie kumuliert über die 12 Monate des Berichtsjahres mindestens eine(n) sozialversicherungspflichtig Beschäftigte(n) oder mindestens 12 geringfügig entlohnt Beschäftigte aufweist oder wenn sie den einzigen Standort einer Rechtlichen Einheit bildet, welche im Berichtsjahr einen Umsatz von mehr als 17.500 Euro aufweist.",Unternehmensregister-System des Bundes und der Länder,,x,,2006-2020
14202,15511,Kleinbetriebe,Anteil der Niederlassungen mit 10 bis unter 50 SV-Beschäftigten an den Niederlassungen insgesamt in %,Niederlassungen mit 10 bis unter 50 SV-Beschäftigte <Zeitpunkt> / Niederlassungen insgesamt <Zeitpunkt> x 100,"Hinweis auf die Unternehmensstruktur einer Region. Das Unternehmensregister-System, ist eine regelmäßig aktualisierte Datenbank mit Unternehmen und Betrieben aus nahezu allen Wirtschaftsbereichen mit Umsatz und/oder Beschäftigten. Ausgenommen sind aktuell die Abschnitte A, O, T und U (Land- und Forstwirtschaft, Fischerei und Fischzucht sowie öffentliche Verwaltung) der Klassifikation der Wirtschaftszweige (WZ 2008). Eine Niederlassung (Betrieb) ist eine örtliche Einheit, die einer Rechtlichen Einheit (Unternehmen) zugeordnet ist. Das Unternehmensregister wird seit 2014 als zentrale Datenbank beim Statistischen Bundesamt geführt und dezentral von den Statistischen Landesämtern gepflegt. Eine Niederlassung wird dann in die Auswertung mit einbezogen, wenn sie kumuliert über die 12 Monate des Berichtsjahres mindestens eine(n) sozialversicherungspflichtig Beschäftigte(n) oder mindestens 12 geringfügig entlohnt Beschäftigte aufweist oder wenn sie den einzigen Standort einer Rechtlichen Einheit bildet, welche im Berichtsjahr einen Umsatz von mehr als 17.500 Euro aufweist.",Unternehmensregister-System des Bundes und der Länder,,x,,2006-2020
14203,15512,Mittlere Unternehmen,Anteil der Niederlassungen mit 50 bis unter 250 SV-Beschäftigten an den Niederlassungen insgesamt in %,Niederlassungen mit 50 bis unter 250 SV-Beschäftigte <Zeitpunkt> / Niederlassungen insgesamt <Zeitpunkt> x 100,"Hinweis auf die Unternehmensstruktur einer Region. Das Unternehmensregister-System, ist eine regelmäßig aktualisierte Datenbank mit Unternehmen und Betrieben aus nahezu allen Wirtschaftsbereichen mit Umsatz und/oder Beschäftigten. Ausgenommen sind aktuell die Abschnitte A, O, T und U (Land- und Forstwirtschaft, Fischerei und Fischzucht sowie öffentliche Verwaltung) der Klassifikation der Wirtschaftszweige (WZ 2008). Eine Niederlassung (Betrieb) ist eine örtliche Einheit, die einer Rechtlichen Einheit (Unternehmen) zugeordnet ist. Das Unternehmensregister wird seit 2014 als zentrale Datenbank beim Statistischen Bundesamt geführt und dezentral von den Statistischen Landesämtern gepflegt. Eine Niederlassung wird dann in die Auswertung mit einbezogen, wenn sie kumuliert über die 12 Monate des Berichtsjahres mindestens eine(n) sozialversicherungspflichtig Beschäftigte(n) oder mindestens 12 geringfügig entlohnt Beschäftigte aufweist oder wenn sie den einzigen Standort einer Rechtlichen Einheit bildet, welche im Berichtsjahr einen Umsatz von mehr als 17.500 Euro aufweist.",Unternehmensregister-System des Bundes und der Länder,,x,,2006-2020
14204,15513,Großunternehmen,Anteil der Niederlassungen mit mehr als 250 SV-Beschäftigten an den Niederlassungen insgesamt in %,Niederlassungen mit 250 und mehr SV-Beschäftigten <Zeitpunkt> / Niederlassungen insgesamt <Zeitpunkt> x 100,"Hinweis auf die Unternehmensstruktur einer Region. Das Unternehmensregister-System, ist eine regelmäßig aktualisierte Datenbank mit Unternehmen und Betrieben aus nahezu allen Wirtschaftsbereichen mit Umsatz und/oder Beschäftigten. Ausgenommen sind aktuell die Abschnitte A, O, T und U (Land- und Forstwirtschaft, Fischerei und Fischzucht sowie öffentliche Verwaltung) der Klassifikation der Wirtschaftszweige (WZ 2008). Eine Niederlassung (Betrieb) ist eine örtliche Einheit, die einer Rechtlichen Einheit (Unternehmen) zugeordnet ist. Das Unternehmensregister wird seit 2014 als zentrale Datenbank beim Statistischen Bundesamt geführt und dezentral von den Statistischen Landesämtern gepflegt. Eine Niederlassung wird dann in die Auswertung mit einbezogen, wenn sie kumuliert über die 12 Monate des Berichtsjahres mindestens eine(n) sozialversicherungspflichtig Beschäftigte(n) oder mindestens 12 geringfügig entlohnt Beschäftigte aufweist oder wenn sie den einzigen Standort einer Rechtlichen Einheit bildet, welche im Berichtsjahr einen Umsatz von mehr als 17.500 Euro aufweist.",Unternehmensregister-System des Bundes und der Länder,,x,,2006-2020
